x i1 i2 i3 i4 i5 i6
8.20 0.000000 0.001522 0.003304 0.005132 0.006958 0.008766
8.21 0.000000 0.001522 0.003305 0.005132 0.006959 0.008767
8.22 0.000000 0.001523 0.003305 0.005133 0.006960 0.008768
8.23 0.000000 0.001523 0.003305 0.005133 0.006961 0.008769
8.24 0.000000 0.001523 0.003306 0.005134 0.006962 0.008770
8.25 0.000000 0.001523 0.003306 0.005135 0.006963 0.008772
8.26 0.000000 0.001523 0.003307 0.005135 0.006964 0.008773
8.27 0.000000 0.001524 0.003307 0.005136 0.006964 0.008774
8.28 0.000000 0.001524 0.003307 0.005137 0.006965 0.008775
8.29 0.000000 0.001524 0.003308 0.005137 0.006966 0.008776
8.30 0.000000 0.001524 0.003308 0.005138 0.006967 0.008777
8.31 0.000000 0.001524 0.003309 0.005138 0.006968 0.008778
8.32 0.000000 0.001525 0.003309 0.005139 0.006969 0.008779
8.33 0.000000 0.001525 0.003309 0.005140 0.006969 0.008780
8.34 0.000000 0.001525 0.003310 0.005140 0.006970 0.008781
8.35 0.000000 0.001525 0.003310 0.005141 0.006971 0.008782
8.36 0.000000 0.001525 0.003311 0.005142 0.006972 0.008783
8.37 0.000000 0.001525 0.003311 0.005142 0.006973 0.008784
8.38 0.000000 0.001526 0.003311 0.005143 0.006974 0.008786
8.39 0.000000 0.001526 0.003312 0.005144 0.006975 0.008787
8.40 0.000000 0.001526 0.003312 0.005144 0.006975 0.008788
8.41 0.000000 0.001526 0.003313 0.005145 0.006976 0.008789
8.42 0.000000 0.001526 0.003313 0.005145 0.006977 0.008790
8.43 0.000000 0.001527 0.003314 0.005146 0.006978 0.008791
8.44 0.000000 0.001527 0.003314 0.005147 0.006979 0.008792
8.45 0.000000 0.001527 0.003314 0.005147 0.006980 0.008793
8.46 0.000000 0.001527 0.003315 0.005148 0.006981 0.008794
8.47 0.000000 0.001527 0.003315 0.005149 0.006981 0.008795
8.48 0.000000 0.001527 0.003316 0.005149 0.006982 0.008796
8.49 0.000000 0.001528 0.003316 0.005150 0.006983 0.008797
8.50 0.000000 0.001528 0.003316 0.005150 0.006984 0.008798
8.51 0.000000 0.001528 0.003317 0.005151 0.006985 0.008799
8.52 0.000000 0.001528 0.003317 0.005152 0.006986 0.008801
8.53 0.000000 0.001528 0.003318 0.005152 0.006987 0.008802
8.54 0.000000 0.001529 0.003318 0.005153 0.006987 0.008803
8.55 0.000000 0.001529 0.003318 0.005154 0.006988 0.008804
8.56 0.000000 0.001529 0.003319 0.005154 0.006989 0.008805
8.57 0.000000 0.001529 0.003319 0.005155 0.006990 0.008806
8.58 0.000000 0.001529 0.003320 0.005155 0.006991 0.008807
8.59 0.000000 0.001530 0.003320 0.005156 0.006992 0.008808
8.60 0.000000 0.001530 0.003320 0.005157 0.006993 0.008809
8.61 0.000000 0.001530 0.003321 0.005157 0.006993 0.008810
8.62 0.000000 0.001530 0.003321 0.005158 0.006994 0.008811
8.63 0.000000 0.001530 0.003322 0.005159 0.006995 0.008812
8.64 0.000000 0.001530 0.003322 0.005159 0.006996 0.008813
8.65 0.000000 0.001531 0.003322 0.005160 0.006997 0.008815
8.66 0.000000 0.001531 0.003323 0.005160 0.006998 0.008816
8.67 0.000000 0.001531 0.003323 0.005161 0.006999 0.008817
8.68 0.000000 0.001531 0.003324 0.005162 0.006999 0.008818
8.69 0.000000 0.001531 0.003324 0.005162 0.007000 0.008819
8.70 0.000000 0.001532 0.003324 0.005163 0.007001 0.008820
8.71 0.000000 0.001532 0.003325 0.005164 0.007002 0.008821
8.72 0.000000 0.001532 0.003325 0.005164 0.007003 0.008822
8.73 0.000000 0.001532 0.003326 0.005165 0.007004 0.008823
8.74 0.000000 0.001532 0.003326 0.005166 0.007004 0.008824
8.75 0.000000 0.001533 0.003326 0.005166 0.007005 0.008825
8.76 0.000000 0.001533 0.003327 0.005167 0.007006 0.008826
8.77 0.000000 0.001533 0.003327 0.005167 0.007007 0.008827
8.78 0.000000 0.001533 0.003328 0.005168 0.007008 0.008829
8.79 0.000000 0.001533 0.003328 0.005169 0.007009 0.008830
8.80 0.000000 0.001533 0.003329 0.005169 0.007010 0.008831
8.81 0.000000 0.001534 0.003329 0.005170 0.007010 0.008832
8.82 0.000000 0.001534 0.003329 0.005171 0.007011 0.008833
8.83 0.000000 0.001534 0.003330 0.005171 0.007012 0.008834
8.84 0.000000 0.001534 0.003330 0.005172 0.007013 0.008835
8.85 0.000000 0.001534 0.003331 0.005172 0.007014 0.008836
8.86 0.000000 0.001535 0.003331 0.005173 0.007015 0.008837
8.87 0.000000 0.001535 0.003331 0.005174 0.007016 0.008838
8.88 0.000000 0.001535 0.003332 0.005174 0.007016 0.008839
8.89 0.000000 0.001535 0.003332 0.005175 0.007017 0.008840
8.90 0.000000 0.001535 0.003333 0.005176 0.007018 0.008841
8.91 0.000000 0.001536 0.003333 0.005176 0.007019 0.008843
8.92 0.000000 0.001536 0.003333 0.005177 0.007020 0.008844
8.93 0.000000 0.001536 0.003334 0.005177 0.007021 0.008845
8.94 0.000000 0.001536 0.003334 0.005178 0.007022 0.008846
8.95 0.000000 0.001536 0.003335 0.005179 0.007022 0.008847
8.96 0.000000 0.001536 0.003335 0.005179 0.007023 0.008848
8.97 0.000000 0.001537 0.003335 0.005180 0.007024 0.008849
8.98 0.000000 0.001537 0.003336 0.005181 0.007025 0.008850
8.99 0.000000 0.001537 0.003336 0.005181 0.007026 0.008851
9.00 0.000000 0.001537 0.003337 0.005182 0.007027 0.008852
9.01 0.000000 0.001537 0.003337 0.005183 0.007028 0.008853
9.02 0.000000 0.001538 0.003337 0.005183 0.007028 0.008854
9.03 0.000000 0.001538 0.003338 0.005184 0.007029 0.008855
9.04 0.000000 0.001538 0.003338 0.005184 0.007030 0.008856
9.05 0.000000 0.001538 0.003339 0.005185 0.007031 0.008858
9.06 0.000000 0.001538 0.003339 0.005186 0.007032 0.008859
9.07 0.000000 0.001539 0.003339 0.005186 0.007033 0.008860
9.08 0.000000 0.001539 0.003340 0.005187 0.007034 0.008861
9.09 0.000000 0.001539 0.003340 0.005188 0.007034 0.008862
9.10 0.000000 0.001539 0.003341 0.005188 0.007035 0.008863
9.11 0.000000 0.001539 0.003341 0.005189 0.007036 0.008864
9.12 0.000000 0.001539 0.003341 0.005189 0.007037 0.008865
9.13 0.000000 0.001540 0.003342 0.005190 0.007038 0.008866
9.14 0.000000 0.001540 0.003342 0.005191 0.007039 0.008867
9.15 0.000000 0.001540 0.003343 0.005191 0.007039 0.008868
9.16 0.000000 0.001540 0.003343 0.005192 0.007040 0.008869
9.17 0.000000 0.001540 0.003343 0.005193 0.007041 0.008870
9.18 0.000000 0.001541 0.003344 0.005193 0.007042 0.008872
9.19 0.000000 0.001541 0.003344 0.005194 0.007043 0.008873
9.20 0.000000 0.001541 0.003345 0.005194 0.007044 0.008874
9.21 0.000000 0.001541 0.003345 0.005195 0.007045 0.008875
9.22 0.000000 0.001541 0.003346 0.005196 0.007045 0.008876
9.23 0.000000 0.001541 0.003346 0.005196 0.007046 0.008877
9.24 0.000000 0.001542 0.003346 0.005197 0.007047 0.008878
9.25 0.000000 0.001542 0.003347 0.005198 0.007048 0.008879
9.26 0.000000 0.001542 0.003347 0.005198 0.007049 0.008880
9.27 0.000000 0.001542 0.003348 0.005199 0.007050 0.008881
9.28 0.000000 0.001542 0.003348 0.005200 0.007051 0.008882
9.29 0.000000 0.001543 0.003348 0.005200 0.007051 0.008883
9.30 0.000000 0.001543 0.003349 0.005201 0.007052 0.008884
9.31 0.000000 0.001543 0.003349 0.005201 0.007053 0.008886
9.32 0.000000 0.001543 0.003350 0.005202 0.007054 0.008887
9.33 0.000000 0.001543 0.003350 0.005203 0.007055 0.008888
9.34 0.000000 0.001544 0.003350 0.005203 0.007056 0.008889
9.35 0.000000 0.001544 0.003351 0.005204 0.007057 0.008890
9.36 0.000000 0.001544 0.003351 0.005205 0.007057 0.008891
9.37 0.000000 0.001544 0.003352 0.005205 0.007058 0.008892
9.38 0.000000 0.001544 0.003352 0.005206 0.007059 0.008893
9.39 0.000000 0.001544 0.003352 0.005206 0.007060 0.008894
9.40 0.000000 0.001545 0.003353 0.005207 0.007061 0.008895
9.41 0.000000 0.001545 0.003353 0.005208 0.007062 0.008896
9.42 0.000000 0.001545 0.003354 0.005208 0.007063 0.008897
9.43 0.000000 0.001545 0.003354 0.005209 0.007063 0.008898
9.44 0.000000 0.001545 0.003354 0.005210 0.007064 0.008900
9.45 0.000000 0.001546 0.003355 0.005210 0.007065 0.008901
9.46 0.000000 0.001546 0.003355 0.005211 0.007066 0.008902
9.47 0.000000 0.001546 0.003356 0.005211 0.007067 0.008903
9.48 0.000000 0.001546 0.003356 0.005212 0.007068 0.008904
9.49 0.000000 0.001546 0.003356 0.005213 0.007069 0.008905
9.50 0.000000 0.001547 0.003357 0.005213 0.007069 0.008906
9.51 0.000000 0.001547 0.003357 0.005214 0.007070 0.008907
9.52 0.000000 0.001547 0.003358 0.005215 0.007071 0.008908
9.53 0.000000 0.001547 0.003358 0.005215 0.007072 0.008909
9.54 0.000000 0.001547 0.003358 0.005216 0.007073 0.008910
9.55 0.000000 0.001547 0.003359 0.005217 0.007074 0.008911
9.56 0.000000 0.001548 0.003359 0.005217 0.007074 0.008912
9.57 0.000000 0.001548 0.003360 0.005218 0.007075 0.008913
9.58 0.000000 0.001548 0.003360 0.005218 0.007076 0.008915
9.59 0.000000 0.001548 0.003361 0.005219 0.007077 0.008916
9.60 0.000000 0.001548 0.003361 0.005220 0.007078 0.008917
9.61 0.000000 0.001549 0.003361 0.005220 0.007079 0.008918
9.62 0.000000 0.001549 0.003362 0.005221 0.007080 0.008919
9.63 0.000000 0.001549 0.003362 0.005222 0.007080 0.008920
9.64 0.000000 0.001549 0.003363 0.005222 0.007081 0.008921
9.65 0.000000 0.001549 0.003363 0.005223 0.007082 0.008922
9.66 0.000000 0.001550 0.003363 0.005223 0.007083 0.008923
9.67 0.000000 0.001550 0.003364 0.005224 0.007084 0.008924
9.68 0.000000 0.001550 0.003364 0.005225 0.007085 0.008925
9.69 0.000000 0.001550 0.003365 0.005225 0.007086 0.008926
9.70 0.000000 0.001550 0.003365 0.005226 0.007086 0.008927
9.71 0.000000 0.001550 0.003365 0.005227 0.007087 0.008929
9.72 0.000000 0.001551 0.003366 0.005227 0.007088 0.008930
9.73 0.000000 0.001551 0.003366 0.005228 0.007089 0.008931
9.74 0.000000 0.001551 0.003367 0.005228 0.007090 0.008932
9.75 0.000000 0.001551 0.003367 0.005229 0.007091 0.008933
9.76 0.000000 0.001551 0.003367 0.005230 0.007092 0.008934
9.77 0.000000 0.001552 0.003368 0.005230 0.007092 0.008935
9.78 0.000000 0.001552 0.003368 0.005231 0.007093 0.008936
9.79 0.000000 0.001552 0.003369 0.005232 0.007094 0.008937
9.80 0.000000 0.001552 0.003369 0.005232 0.007095 0.008938
9.81 0.000000 0.001552 0.003369 0.005233 0.007096 0.008939
9.82 0.000000 0.001553 0.003370 0.005234 0.007097 0.008940
9.83 0.000000 0.001553 0.003370 0.005234 0.007098 0.008941
9.84 0.000000 0.001553 0.003371 0.005235 0.007098 0.008943
9.85 0.000000 0.001553 0.003371 0.005235 0.007099 0.008944
9.86 0.000000 0.001553 0.003371 0.005236 0.007100 0.008945
9.87 0.000000 0.001553 0.003372 0.005237 0.007101 0.008946
9.88 0.000000 0.001554 0.003372 0.005237 0.007102 0.008947
9.89 0.000000 0.001554 0.003373 0.005238 0.007103 0.008948
9.90 0.000000 0.001554 0.003373 0.005239 0.007104 0.008949
9.91 0.000000 0.001554 0.003373 0.005239 0.007104 0.008950
9.92 0.000000 0.001554 0.003374 0.005240 0.007105 0.008951
9.93 0.000000 0.001555 0.003374 0.005240 0.007106 0.008952
9.94 0.000000 0.001555 0.003375 0.005241 0.007107 0.008953
9.95 0.000000 0.001555 0.003375 0.005242 0.007108 0.008954
9.96 0.000000 0.001555 0.003376 0.005242 0.007109 0.008955
9.97 0.000000 0.001555 0.003376 0.005243 0.007109 0.008957
9.98 0.000000 0.001555 0.003376 0.005244 0.007110 0.008958
9.99 0.000000 0.001556 0.003377 0.005244 0.007111 0.008959
10.00 0.000000 0.001556 0.003377 0.005245 0.007112 0.008960
