x i1 i2 i3 i4 i5 i6 i7 i8
6.170000 0.000000 0.000102 0.000230 0.000370 0.000518 0.000671 0.000828 0.000988
6.180000 0.000000 0.000102 0.000230 0.000370 0.000518 0.000671 0.000828 0.000988
6.190000 0.000000 0.000102 0.000230 0.000370 0.000518 0.000671 0.000828 0.000988
6.200000 0.000000 0.000102 0.000230 0.000371 0.000518 0.000671 0.000828 0.000989
6.210000 0.000000 0.000102 0.000230 0.000371 0.000518 0.000671 0.000828 0.000989
6.220000 0.000000 0.000102 0.000230 0.000371 0.000518 0.000671 0.000828 0.000989
6.230000 0.000000 0.000102 0.000230 0.000371 0.000518 0.000671 0.000828 0.000989
6.240000 0.000000 0.000102 0.000230 0.000371 0.000518 0.000671 0.000829 0.000989
6.250000 0.000000 0.000102 0.000231 0.000371 0.000518 0.000671 0.000829 0.000989
6.260000 0.000000 0.000102 0.000231 0.000371 0.000518 0.000672 0.000829 0.000989
6.270000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000672 0.000829 0.000989
6.280000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000672 0.000829 0.000990
6.290000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000672 0.000829 0.000990
6.300000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000672 0.000829 0.000990
6.310000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000672 0.000829 0.000990
6.320000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000672 0.000829 0.000990
6.330000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000672 0.000829 0.000990
6.340000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000672 0.000830 0.000990
6.350000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000672 0.000830 0.000990
6.360000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000672 0.000830 0.000991
6.370000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000672 0.000830 0.000991
6.380000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000673 0.000830 0.000991
6.390000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000673 0.000830 0.000991
6.400000 0.000000 0.000102 0.000231 0.000371 0.000519 0.000673 0.000830 0.000991
6.410000 0.000000 0.000102 0.000231 0.000372 0.000519 0.000673 0.000830 0.000991
6.420000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000673 0.000830 0.000991
6.430000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000673 0.000831 0.000991
6.440000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000673 0.000831 0.000992
6.450000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000673 0.000831 0.000992
6.460000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000673 0.000831 0.000992
6.470000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000673 0.000831 0.000992
6.480000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000673 0.000831 0.000992
6.490000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000673 0.000831 0.000992
6.500000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000674 0.000831 0.000992
6.510000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000674 0.000831 0.000992
6.520000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000674 0.000831 0.000993
6.530000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000674 0.000832 0.000993
6.540000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000674 0.000832 0.000993
6.550000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000674 0.000832 0.000993
6.560000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000674 0.000832 0.000993
6.570000 0.000000 0.000102 0.000231 0.000372 0.000520 0.000674 0.000832 0.000993
6.580000 0.000000 0.000102 0.000231 0.000372 0.000521 0.000674 0.000832 0.000993
6.590000 0.000000 0.000102 0.000231 0.000372 0.000521 0.000674 0.000832 0.000993
6.600000 0.000000 0.000102 0.000232 0.000372 0.000521 0.000674 0.000832 0.000994
6.610000 0.000000 0.000102 0.000232 0.000372 0.000521 0.000674 0.000832 0.000994
6.620000 0.000000 0.000102 0.000232 0.000372 0.000521 0.000675 0.000833 0.000994
6.630000 0.000000 0.000102 0.000232 0.000373 0.000521 0.000675 0.000833 0.000994
6.640000 0.000000 0.000102 0.000232 0.000373 0.000521 0.000675 0.000833 0.000994
6.650000 0.000000 0.000102 0.000232 0.000373 0.000521 0.000675 0.000833 0.000994
6.660000 0.000000 0.000102 0.000232 0.000373 0.000521 0.000675 0.000833 0.000994
6.670000 0.000000 0.000102 0.000232 0.000373 0.000521 0.000675 0.000833 0.000994
6.680000 0.000000 0.000102 0.000232 0.000373 0.000521 0.000675 0.000833 0.000995
6.690000 0.000000 0.000102 0.000232 0.000373 0.000521 0.000675 0.000833 0.000995
6.700000 0.000000 0.000102 0.000232 0.000373 0.000521 0.000675 0.000833 0.000995
6.710000 0.000000 0.000102 0.000232 0.000373 0.000521 0.000675 0.000833 0.000995
6.720000 0.000000 0.000102 0.000232 0.000373 0.000521 0.000675 0.000834 0.000995
6.730000 0.000000 0.000102 0.000232 0.000373 0.000522 0.000675 0.000834 0.000995
6.740000 0.000000 0.000102 0.000232 0.000373 0.000522 0.000676 0.000834 0.000995
6.750000 0.000000 0.000102 0.000232 0.000373 0.000522 0.000676 0.000834 0.000995
6.760000 0.000000 0.000102 0.000232 0.000373 0.000522 0.000676 0.000834 0.000996
6.770000 0.000000 0.000102 0.000232 0.000373 0.000522 0.000676 0.000834 0.000996
6.780000 0.000000 0.000102 0.000232 0.000373 0.000522 0.000676 0.000834 0.000996
6.790000 0.000000 0.000102 0.000232 0.000373 0.000522 0.000676 0.000834 0.000996
6.800000 0.000000 0.000102 0.000232 0.000373 0.000522 0.000676 0.000834 0.000996
6.810000 0.000000 0.000102 0.000232 0.000373 0.000522 0.000676 0.000834 0.000996
6.820000 0.000000 0.000102 0.000232 0.000373 0.000522 0.000676 0.000835 0.000996
6.830000 0.000000 0.000102 0.000232 0.000373 0.000522 0.000676 0.000835 0.000996
6.840000 0.000000 0.000102 0.000232 0.000374 0.000522 0.000676 0.000835 0.000997
6.850000 0.000000 0.000102 0.000232 0.000374 0.000522 0.000676 0.000835 0.000997
6.860000 0.000000 0.000102 0.000232 0.000374 0.000522 0.000677 0.000835 0.000997
6.870000 0.000000 0.000102 0.000232 0.000374 0.000522 0.000677 0.000835 0.000997
6.880000 0.000000 0.000102 0.000232 0.000374 0.000523 0.000677 0.000835 0.000997
6.890000 0.000000 0.000102 0.000232 0.000374 0.000523 0.000677 0.000835 0.000997
6.900000 0.000000 0.000102 0.000232 0.000374 0.000523 0.000677 0.000835 0.000997
6.910000 0.000000 0.000102 0.000232 0.000374 0.000523 0.000677 0.000836 0.000997
6.920000 0.000000 0.000102 0.000232 0.000374 0.000523 0.000677 0.000836 0.000998
6.930000 0.000000 0.000102 0.000232 0.000374 0.000523 0.000677 0.000836 0.000998
6.940000 0.000000 0.000102 0.000233 0.000374 0.000523 0.000677 0.000836 0.000998
6.950000 0.000000 0.000103 0.000233 0.000374 0.000523 0.000677 0.000836 0.000998
6.960000 0.000000 0.000103 0.000233 0.000374 0.000523 0.000677 0.000836 0.000998
6.970000 0.000000 0.000103 0.000233 0.000374 0.000523 0.000678 0.000836 0.000998
6.980000 0.000000 0.000103 0.000233 0.000374 0.000523 0.000678 0.000836 0.000998
6.990000 0.000000 0.000103 0.000233 0.000374 0.000523 0.000678 0.000836 0.000998
7.000000 0.000000 0.000103 0.000233 0.000374 0.000523 0.000678 0.000836 0.000999
